Timestamp,Please read the consent form and select I agree to continue,UserId,Gender,Age,What is the highest level of education you have completed? ,Nationality,Your interest in music?,Have you had formal training or education related to music?,"If yes, which instrument (or singing) and for how many years?",How many hours in a day do you listen to music?,What kind of music do you like to listen to the most? ,What kind of music do you like to listen to when you feel low? ,Do you listen to music in the background while working? [Choice],When I listen to music I get stuck in bad memories [Choice],"I hide in my music because nobody understands me, and it blocks people out [Choice]",Music helps me relax [Choice],When I try to use music to feel better I actually end up feeling worse [Choice],I feel happier after playing or listening to music [Choice],Music gives me the energy to get going [Choice],I like to listen to songs over and over even though it makes me feel worse [Choice],Music makes me feel bad about who I am [Choice],Music helps me to connect with other people who are like me [Choice],Music gives me an excuse not to face up to the real world [Choice],It can be hard to stop listening to music that connects me to bad memories [Choice],Music leads me to do things I shouldn’t do [Choice],When I’m feeling tense or tired in my body music helps me relax [Choice],"In the past 4 weeks, how often did you feel tired out for no good reason?  [Choice]","In the past 4 weeks, how often did you feel nervous? [Choice]","In the past 4 weeks, how often did you feel so nervous that nothing could calm you down?     [Choice]","In the past 4 weeks, how often did you feel hopeless? [Choice]","In the past 4 weeks, how often did you feel restless or fidgety?  [Choice]","In the past 4 weeks, how often did you feel so restless you could not sit still?  [Choice]","In the past 4 weeks, how often did you feel depressed? [Choice]","In the past 4 weeks, how often did you feel that everything was an effort?  [Choice]","In the past 4 weeks, how often did you feel so sad that nothing could cheer you up? [Choice]","In the past 4 weeks, how often did you feel worthless? [Choice]",Am the life of the party. [Choice],Sympathize with others’ feelings. [Choice],Get chores done right away.  [Choice],Have frequent mood swings. [Choice],Have a vivid imagination. [Choice],Don’t talk a lot. [Choice],Am not interested in other people’s problems. [Choice],Often forget to put things back in their proper place. [Choice],Am relaxed most of the time. [Choice],Am not interested in abstract ideas. [Choice],Talk to a lot of different people at parties. [Choice],Feel others’ emotions. [Choice],Like order. [Choice],Get upset easily. [Choice],I Have difficulty understanding abstract ideas. [Choice],Keep in the background. [Choice],Am not really interested in others. [Choice],Make a mess of things. [Choice],Seldom feel blue. [Choice],Do not have a good imagination. [Choice],How has your music use pattern changed over the past one year?,How would you compare your well-being one year ago and now?,Unhealthy,Healthy,K-10,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
2019/03/30 6:15:17 PM GMT+5:30,I Agree,269ede9ba29e05f7057d42cc4cb0153a,Male,19,Professional degree,India,Moderate,No,,5,Pop,jazz,Often,Rarely,Never,Sometimes,Never,Often,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Never,Sometimes,Some of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,None of the time,Some of the time,None of the time,None of the time,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,"Started with hindi movies soundtracks later got into English EDM then pop, hip-hop, indie and alternative.",I feel more or less the same.,12,15,15,3.25,3.75,2.25,3.75,2.5
2019/03/30 7:43:22 PM GMT+5:30,I Agree,9eb66e9e785171c1166399ce2f6f645a,Female,18,High School graduate,Japan,Moderate,No,,8,pop,jazz,Always,Often,Never,Always,Never,Often,Often,Never,Never,Sometimes,Never,Never,Never,Often,None of the time,A little of the time,A little of the time,None of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Changed from Metal to other types of music,I feel better now,11,20,14,3.5,3.5,3.5,5,2.75
2019/03/30 10:55:43 PM GMT+5:30,I Agree,0ff01aa88ab5f2be4f19be81ac721d35,Female,32,High School graduate,Germany,Enthusiastic,No,,1,Rock,classical,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Some of the time,Some of the time,A little of the time,A little of the time,Some of the time,A little of the time,Some of the time,Most of the time,A little of the time,Some of the time,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,"I listen to music less in general (more podcasts), but when I listen to music, I tend to repeat-listen to an album or artist that I'm excited about, which I didn't use to do.",I feel more or less the same.,15,16,27,4,3,1.75,3.5,4
2019/03/30 11:52:02 PM GMT+5:30,I Agree,96a9322c8b972b281933643238e19ca1,Male,18,High School graduate,United Kingdom,Enthusiastic,No,,8,Pop,jazz,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Often,Never,Never,Sometimes,Rarely,Never,Never,Often,Most of the time,Some of the time,None of the time,Some of the time,A little of the time,A little of the time,Some of the time,Most of the time,A little of the time,Most of the time,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,I’m much more into underground indie and relaxing artist rather than the charts.,I feel better now,12,17,28,4.25,3,2.75,4.75,3.25
2019/03/30 11:55:35 PM GMT+5:30,I Agree,744089e762397143d8b65bc9526b34c9,Female,15,High School graduate,United States,Enthusiastic,Yes,"Piano, 8 years",4,rock,pop,Always,Rarely,Sometimes,Always,Rarely,Often,Sometimes,Rarely,Never,Often,Sometimes,Rarely,Never,Rarely,None of the time,A little of the time,None of the time,A little of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,A little of the time,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"I've been listening to slightly less music in the past few months but in the past year, my music use has increased.",I feel more or less the same.,16,18,15,4.25,3.75,4,5,4.5
2019/03/31 12:10:20 AM GMT+5:30,I Agree,0ab5c44f7daa3caaec687ea9a39800bd,Male,41,Bachelor's degree,United States,Enthusiastic,Yes,I've studied (or taught myself) instruments for over 35 years,2,Mixed,jazz,Often,Often,Rarely,Often,Rarely,Always,Often,Sometimes,Rarely,Always,Never,Rarely,Rarely,Often,Some of the time,Some of the time,A little of the time,A little of the time,Some of the time,None of the time,A little of the time,Some of the time,A little of the time,A little of the time,Somewhat Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,I've been working less which means I've had a little less time to listen.,I feel worse now,18,22,23,4.75,2.25,4,4,3.25
2019/03/31 12:12:15 AM GMT+5:30,I Agree,fa2646f7550e9bb8a4e2feb85e06c406,Female,21,High School graduate,United States,Enthusiastic,Yes,"piano, 14 years on and off",6,rock,rock,Often,Sometimes,Always,Sometimes,Rarely,Sometimes,Always,Rarely,Never,Sometimes,Sometimes,Always,Rarely,Sometimes,All of the time,All of the time,Some of the time,All of the time,Most of the time,Some of the time,All of the time,All of the time,A little of the time,All of the time,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,not much,I feel more or less the same.,23,17,42,3.5,2.25,1.25,1.5,4.75
2019/03/31 2:24:43 AM GMT+5:30,I Agree,5128dda2a312b3b012ab972e695cac3a,Male,19,High School graduate,United States,Enthusiastic,No,,3,pop,pop,Always,Never,Never,Sometimes,Rarely,Often,Often,Rarely,Never,Often,Never,Never,Never,Sometimes,A little of the time,A little of the time,A little of the time,A little of the time,Some of the time,None of the time,A little of the time,Some of the time,None of the time,None of the time,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,"over the past year my music pattern has largely shifted to listening just to music on the radio, to listening to music in my spare time and finding new music",I feel more or less the same.,10,18,19,4.5,2.5,2,4,2
2019/03/31 5:36:25 AM GMT+5:30,I Agree,98761eed8f629c53d4675809823f4413,Male,37,Professional degree,Mexico,Enthusiastic,No,,6,Mixed,rock,Often,Rarely,Often,Often,Rarely,Often,Always,Sometimes,Never,Always,Sometimes,Never,Never,Often,Some of the time,A little of the time,A little of the time,A little of the time,None of the time,None of the time,A little of the time,Some of the time,A little of the time,Some of the time,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,very often,I feel better now,17,22,21,3.75,3.5,2.25,3.5,3.5
2019/03/31 4:15:52 PM GMT+5:30,I Agree,e7c07178221fae05877197a746415a84,Male,17,High School graduate,Netherlands,Enthusiastic,No,,7,pop,Mixed,Always,Sometimes,Never,Always,Rarely,Always,Always,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Often,A little of the time,Some of the time,None of the time,Some of the time,Some of the time,None of the time,Some of the time,A little of the time,Some of the time,Most of the time,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,very little,I feel better now,17,22,25,4,3.5,2.5,3.75,3
2019/03/31 4:56:20 PM GMT+5:30,I Agree,0d31ec6feac0f0b514817062afdc6e2f,Male,27,Master's degree,United Kingdom,Enthusiastic,No,,5,jazz,jazz,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Often,A little of the time,A little of the time,None of the time,Some of the time,A little of the time,None of the time,Most of the time,A little of the time,A little of the time,A little of the time,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,"In the past year, I have been paying much more attention to lyricism and lyric content. Music was and is an escape for me a lot of the time, but I also find it a large source of inspiration these days.",I feel more or less the same.,19,17,21,5,3.5,1.75,4,3.25
2019/03/31 5:41:38 PM GMT+5:30,I Agree,14bf0e58b76abc55155db05c2bc3cc07,Male,24,Bachelor's degree,New Zealand,Enthusiastic,Yes,Guitar - 6 years,6,rock,jazz,Often,Rarely,Rarely,Often,Never,Often,Often,Rarely,Never,Often,Never,Rarely,Never,Often,Some of the time,Some of the time,A little of the time,A little of the time,Some of the time,None of the time,A little of the time,Most of the time,None of the time,A little of the time,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Not much ,I feel more or less the same.,12,20,23,5,3.75,3.5,4.5,3.25
2019/03/31 5:57:10 PM GMT+5:30,I Agree,2254efe2940acabe9f90643637687736,Male,19,High School graduate,Finland,Enthusiastic,No,,5,hip hop,rock,Often,Rarely,Sometimes,Often,Rarely,Often,Always,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Often,None of the time,Some of the time,A little of the time,None of the time,A little of the time,A little of the time,A little of the time,A little of the time,A little of the time,A little of the time,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,I have felt a bit happier in the past six months and that shows in my music use.,I feel better now,16,20,19,3.25,2.5,4.25,4.5,3.25
2019/03/31 6:08:14 PM GMT+5:30,I Agree,53f1fe92e0f2ca2b832933a03bf39fa7,Male,21,High School graduate,Netherlands,Enthusiastic,No,,3,Hiphop,hip hop,Always,Rarely,Never,Often,Never,Often,Often,Never,Never,Often,Never,Never,Never,Often,Most of the time,Some of the time,A little of the time,Some of the time,None of the time,None of the time,Most of the time,Some of the time,A little of the time,None of the time,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Started listening to jazz and postrock ,I feel better now,9,20,24,2.75,2.5,3.75,4,2
2019/03/31 7:11:16 PM GMT+5:30,I Agree,08bd0186e715dd7621962b3724981685,Male,19,High School graduate,United States,Enthusiastic,Yes,Bass and Piano for 2 years,6,Mixed,rock,Often,Rarely,Sometimes,Often,Rarely,Often,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Most of the time,A little of the time,A little of the time,Most of the time,Most of the time,A little of the time,Most of the time,Most of the time,Some of the time,Some of the time,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Not really,I feel more or less the same.,15,17,32,2.75,2.75,2.25,3.75,3.5
2019/03/31 7:14:32 PM GMT+5:30,I Agree,37959d9b36fe96bd2cea07b3be4c2f7b,Female,17,High School graduate,United States,Enthusiastic,Yes,"Bass, 6",6,rock,rock,Always,Sometimes,Sometimes,Often,Rarely,Always,Often,Sometimes,Rarely,Always,Sometimes,Often,Rarely,Often,All of the time,All of the time,Most of the time,Most of the time,Some of the time,A little of the time,All of the time,All of the time,All of the time,All of the time,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Decreased,I feel more or less the same.,22,22,43,4.5,2,2.75,3.5,5
2019/03/31 7:18:04 PM GMT+5:30,I Agree,813681f018c4e32408017cb822d3689c,Female,17,High School graduate,Canada,Enthusiastic,Yes,singing 1 year,3,pop,pop,Often,Rarely,Rarely,Often,Never,Often,Often,Sometimes,Never,Often,Rarely,Never,Never,Often,A little of the time,Some of the time,None of the time,None of the time,Some of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,it hasn't really,I feel better now,13,20,16,4,2.25,1,5,1.5
2019/03/31 7:26:32 PM GMT+5:30,I Agree,5fcf5d9ff2d3e333f8dc7574a6e630aa,Male,33,Bachelor's degree,United States,Enthusiastic,No,Por que?,6,Mixed,pop,Often,Sometimes,Sometimes,Often,Rarely,Often,Often,Sometimes,Never,Rarely,Never,Never,Never,Often,Some of the time,A little of the time,None of the time,A little of the time,Some of the time,A little of the time,A little of the time,A little of the time,None of the time,Some of the time,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,"Not much change at all, I've observed. ",I feel more or less the same.,15,18,21,5,2.5,2.5,3,3.5
2019/03/31 7:33:28 PM GMT+5:30,I Agree,eee279a48a305faa03c9695ac21b8b86,Female,31,Professional degree,Romania,Enthusiastic,No,,6,jazz,jazz,Often,Sometimes,Rarely,Always,Rarely,Often,Always,Never,Never,Always,Sometimes,Sometimes,Rarely,Always,Most of the time,Most of the time,Some of the time,Most of the time,Most of the time,Some of the time,All of the time,Most of the time,Some of the time,Most of the time,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,"I started listening more since i subscribed to spotify. Even at night, before sleep.",I feel worse now,17,24,38,3.75,4.25,4,5,4.25
2019/03/31 7:36:16 PM GMT+5:30,I Agree,5fb17d80ece8c647b9c425db6ce000ed,Male,20,Bachelor's degree,Ireland,Enthusiastic,Yes,"Drums, Piano, Guitar, Bass - 8 years",6,rock,hip hop,Always,Sometimes,Sometimes,Often,Never,Often,Often,Rarely,Never,Often,Sometimes,Sometimes,Never,Often,Some of the time,Some of the time,None of the time,A little of the time,Some of the time,None of the time,Some of the time,A little of the time,A little of the time,A little of the time,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,"Not much, if anything I listen more often",I feel better now,17,20,22,3.5,4.25,2.5,3.5,2.75
2019/03/31 7:50:51 PM GMT+5:30,I Agree,f3ff7cf81f9d91633ff988573d4d92d2,Male,20,High School graduate,Denmark,Enthusiastic,No,,2,Hip hop,Hip hop,Often,Never,Never,Rarely,Never,Always,Always,Never,Never,Always,Never,Never,Never,Sometimes,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,None of the time,A little of the time,None of the time,None of the time,None of the time,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,now i need the music right away. i check every day for new music,I feel more or less the same.,8,20,17,3.75,4.75,2.25,3.75,1.5
